104	103	0	0
0
1	0	101	0	-0.219999999
2	1	100	0	-0.219999999
3	2	99	0	-0.219999999
4	3	98	0	-0.439999998
5	4	97	0	-0.439999998
6	5	96	0	-0.439999998
7	6	95	0	-0.439999998
8	7	94	0	-0.439999998
9	8	93	0	-0.439999998
10	9	92	0	-0.439999998
11	10	91	1	-0.439999998
12	11	90	1	-0.439999998
13	12	89	1	-0.439999998
14	13	88	1	-0.439999998
15	14	87	1	-0.439999998
16	15	86	1	-0.439999998
17	16	85	1	-0.439999998
18	17	84	1	-0.439999998
19	18	83	1	-0.439999998
20	19	82	1	-0.439999998
21	20	81	1	-0.439999998
22	21	80	1	-0.439999998
23	22	79	1	-1.44000006
24	23	78	0	-0.439999998
25	24	77	0	-0.439999998
26	25	76	0	-0.379999995
27	26	75	0	-0.379999995
28	27	74	0	-0.379999995
29	28	73	0	-0.379999995
30	29	72	0	-0.379999995
31	30	71	0	-0.379999995
32	31	70	0	-0.379999995
33	32	69	0	-0.379999995
34	33	68	0	-0.379999995
35	34	67	0	-0.379999995
36	35	66	0	-0.379999995
37	36	65	0	-0.379999995
38	37	64	0	-0.379999995
39	38	63	0	-0.379999995
40	39	62	0	-0.379999995
41	40	61	0	-0.379999995
42	41	60	0	-0.379999995
43	42	59	0	-0.379999995
44	43	58	0	-0.379999995
45	44	0	0
46	45	57	1	-0.379999995
47	46	56	1	-0.379999995
48	47	55	1	-0.379999995
49	48	54	1	-0.379999995
50	49	53	1	-0.379999995
51	50	52	1	-0.379999995
52	51	51	1	-0.379999995
53	52	50	1	-0.379999995
54	53	49	1	-0.379999995
55	54	48	1	-0.379999995
56	55	47	1	-0.379999995
57	56	46	1	-0.379999995
58	57	45	1	-0.379999995
59	58	44	1	-0.379999995
60	59	43	1	-0.379999995
61	60	42	1	-0.379999995
62	61	41	1	-0.379999995
63	62	40	1	-0.379999995
64	63	39	1	-0.379999995
65	64	38	1	-0.379999995
66	65	37	1	-0.379999995
67	66	36	1	-0.379999995
68	67	35	1	-0.379999995
69	68	34	1	-0.379999995
70	69	33	1	-0.379999995
71	70	32	1	-0.379999995
72	71	31	1	-0.379999995
73	72	30	1	-0.379999995
74	73	29	1	-1.38
75	74	28	0	-0.379999995
76	75	27	0	-0.379999995
77	76	26	0	-0.379999995
78	77	25	0	-0.379999995
79	78	24	0	-0.379999995
80	79	23	0	-0.379999995
81	80	22	0	-0.379999995
82	81	21	0	-0.5
83	82	20	0	-0.5
84	83	19	0	-0.829999983
85	84	18	0	-0.829999983
86	85	17	0	-0.829999983
87	86	16	0	-0.829999983
88	87	15	0	-0.829999983
89	88	14	0	-0.829999983
90	89	13	0	-0.829999983
91	90	12	0	-0.829999983
92	91	11	0	-0.829999983
93	92	10	0	-0.829999983
94	93	9	0	-0.589999974
95	94	8	0	-0.589999974
96	95	7	0	-0.589999974
97	96	6	0	-0.589999974
98	97	5	0	-0.589999974
99	98	4	0	-0.589999974
100	99	3	0	-0.589999974
101	100	2	0	-0.589999974
102	101	1	0	-0.589999974
103	102	0	0	-0.589999974
